Work Order Spare Description,Work Order Spare ID,Estimated Quantity,Estimated Unit Cost,Actual Quantity,Work Order ID,UOMDescription,Account Code Name,Account Code Description,Job Code Major Description,Employee WOSpares,Spares Comment
Ручная таль (подъемный цепной блок) 1 тонн,10285,1.0000000,98.9867000,1.0000000,76698,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,697,
Ручная таль (подъемный цепной блок) 1 тонн,10286,1.0000000,98.9867000,1.0000000,76698,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,1575,
Cutting disc (Bulgarian) 125mm / mm - Отрезной диск (Болгарка) 125мм,10129,5.0000000,0.7828000,5.0000000,71632,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10300,4.0000000,0.5581000,0.0000000,71630,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",10290,50.1000000,3.5900000,50.1000000,77984,Meter cub.,210500000000,UNG TRAING COST - Welders,Maintenance Welding,1136,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10312,1.0000000,18.2400000,1.0000000,78005,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Перчатки рабочие х/б с ПВХ нанесением 67+/-3 гр,10313,1.0000000,0.1000000,0.0000000,78005,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",10314,1.0000000,13.1623000,0.0000000,78005,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10315,1.0000000,43.6600000,1.0000000,78005,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Quloqchin( беруши),10316,1.0000000,0.1834000,0.0000000,78005,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Наушники противошумные СОМЗ-77 Победа™ арт. 60677,10317,1.0000000,21.8802000,0.0000000,78005,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Очки защитные ЗНГ1 PANORAMA,10318,1.0000000,5.4700000,0.0000000,78005,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Маски наркозные, дыхательные (резиновые, латексные, из полимерных материалов)",10319,1.0000000,57.0000000,0.0000000,78005,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10320,1.0000000,10.0000000,0.0000000,78005,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",10321,1.0000000,5.2800000,0.0000000,78005,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10329,5.0000000,1.7829000,5.0000000,74662,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",10330,5.0000000,0.6000000,5.0000000,74662,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10278,5.0000000,1.7829000,5.0000000,74662,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10061,5.0000000,1.7829000,5.0000000,74662,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10062,5.0000000,0.5581000,5.0000000,74662,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Pre-insulted Tube for steam tracing ANTI CHLORIDE COATING, PRE INSULTED TUBE, 1/2"" OD Thk: 0.035"" ANTI-CHLORIDE COATED TUBE 304 STAINLESS STEEL W/FIBROUS GLASS THERMAL INSULATION AND BLACK THERMOPLASTIC COMPOUND JACKET, INSULATED THICKNESS MIN. 1""",10331,65.0000000,6.2461000,65.0000000,78151,Meter,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"SML TUBE 1/2' 0.0 X 0.065"" THK, A269 TP316/L",10332,50.0000000,8.0500000,0.0000000,78151,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Tube union stainless steel 1/2""х1/2"" ASTM A-276 TP316 T/T W/FL NUT AND DOUBLE FERRULES / Трубное соединение, наржавеющая сталь",10333,4.0000000,15.3700000,4.0000000,78151,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Male connector, stainless steel 1/2"" ASTM A-276 TP316 NPTF/T W/FL NUT AND DOUBLE FERRULES / Соединение, нержавеющая сталь",10334,4.0000000,10.7896000,4.0000000,78151,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Pre-insulted Tube for steam tracing ANTI CHLORIDE COATING, PRE INSULTED TUBE, 1/2"" OD Thk: 0.035"" ANTI-CHLORIDE COATED TUBE 304 STAINLESS STEEL W/FIBROUS GLASS THERMAL INSULATION AND BLACK THERMOPLASTIC COMPOUND JACKET, INSULATED THICKNESS MIN. 1""",10335,60.0000000,6.2461000,60.0000000,78159,Meter,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Tube union stainless steel 1/2""х1/2"" ASTM A-276 TP316 T/T W/FL NUT AND DOUBLE FERRULES / Трубное соединение, наржавеющая сталь",10337,4.0000000,15.3700000,4.0000000,78159,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Male connector, stainless steel 1/2"" ASTM A-276 TP316 NPTF/T W/FL NUT AND DOUBLE FERRULES / Соединение, нержавеющая сталь",10338,4.0000000,10.7896000,4.0000000,78159,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
MOBIL DTE 10 EXCEL 46 / PAIL (S.1086-20 OF 20) Spare part,10526,15.0000000,3.1250000,15.0000000,78183,Litr,210109020000,Maintenance Rotating Services,Maintenance Rotating Services,1155,
Велосипед без двигателя VELOMAX24,10351,1.0000000,227.6800000,1.0000000,78198,Each,210109170000,Maintenance Additional Spares,Vehicle Hire,,
"Аргон газообразный, чистый LAR 5.0",8769,7.7500000,3.5800000,7.7500000,70429,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Спирально-навитая прокладкапо стандарту ASME B16.20,10360,1.0000000,357.9397000,1.0000000,78254,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Gasket / Прокладка, спиральная тяжелая прокладка 316 Нержавеющая сталь, (t4.5 xO.D856 x I.D826)",10362,1.0000000,251.5460000,1.0000000,78255,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10379,5.0000000,1.7829000,5.0000000,78273,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10380,5.0000000,0.5581000,5.0000000,78273,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"TAG NO.S-6 GASKET S.W, H:316L SS, F:G, I:316L SS, O:CS - 120-VD-111 / size - T4.5 X 24"" ASME 300# RF",10398,2.0000000,15.0000000,0.0000000,78299,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"TAG NO.SC-6 GASKET S.W, H:316L SS, F:G, I:316L SS, O:CS - 120-VD-211 / size - T4.5 X 24"" ASME 300# RF",10399,2.0000000,15.0000000,0.0000000,78299,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM THK (3.2MM RING) SPR WND Size24,10401,4.0000000,22.4700000,4.0000000,78299,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",10402,2.0000000,29.0381000,2.0000000,78299,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Strainer for 135-XP-002-VD-41C / Сетчатый фильтр для 135-XP-002-VD-41С (Материал: 304, SS, 2400L x700Ф)",10609,1.0000000,874.2864000,1.0000000,78299,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Лампа светодиодная E40 60w,10386,55.0000000,14.9200000,55.0000000,78330,Each,210109030000,Electrical Spares,Electrical Spares,,
"Спецодежда летный из 100 х/б размеры 48,50,52,54,56",10687,5.0000000,13.1623000,5.0000000,78330,Set,210109030000,Electrical Spares,Electrical Spares,,Fayzullayev Sardor/Norov Siroj/Xo'jamberdiyev Bobosher/Baxriyev Sunnatbek/Nasimov Baxrom
Лампа светодиодная E40 60w,10387,345.0000000,14.9200000,345.0000000,78314,Each,210109070000,Mechanical Rotating Spares,Electrical Spares,1179,
316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND Size8,10384,2.0000000,3.5800000,2.0000000,78328,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,1998,
316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM THK (3.2MM RING) SPR WND Size16,10385,2.0000000,9.3200000,2.0000000,78328,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,1998,
Лампа светодиодная E40 60w,10389,35.0000000,14.9200000,35.0000000,78337,Each,210109030000,Electrical Spares,Electrical Spares,,
"FILTER REGULATOR ASH12-FR-SR-MD-10-X1-02-L9, 1/",10390,3.0000000,249.6900000,3.0000000,78364,Each,210109050000,Instrument Spares,Instrument Spares,,
"Pressure Gauge for Tag #120-KV-1522C, 150-KV-0173F/0173B/0175C/0152L/0154K/    0155L/0155A/0161G",10392,3.0000000,226.3700000,3.0000000,78364,Each,210109050000,Instrument Spares,Instrument Spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10391,4.0000000,0.5581000,0.0000000,78518,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Oil Mobilgear 600XP 320 / Масло,10408,5.0000000,4.2722000,5.0000000,78699,Litr,100000000012,Air Product Spares,Air Product Spares,,
Специальная форменная одежда ГОСТ 27575-87,10414,1.0000000,43.6600000,0.0000000,78701,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10415,1.0000000,43.6600000,1.0000000,78702,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10416,1.0000000,43.6600000,1.0000000,78703,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10417,1.0000000,43.6600000,1.0000000,78704,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10418,1.0000000,43.6600000,1.0000000,78705,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10419,1.0000000,43.6600000,1.0000000,78706,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10420,1.0000000,43.6600000,1.0000000,78707,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Каска строительная (храповик) ,10444,1.0000000,2.4100000,0.0000000,78876,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная форменная одежда ГОСТ 27575-87,10445,1.0000000,43.6600000,1.0000000,78876,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10446,1.0000000,18.2400000,1.0000000,78876,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Датчики вибрации для насосов ,10448,1.0000000,0.4300000,1.0000000,78877,Each,210109050000,Instrument Spares,Instrument Spares,,
Удлинительный кабель для датчика вибрации ,10449,1.0000000,227.6800000,1.0000000,78877,Each,210109050000,Instrument Spares,Instrument Spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10450,5.0000000,1.7829000,5.0000000,78878,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ-13/55 д. 4мм,10451,5.0000000,1.7829000,5.0000000,78878,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Щетка металлическая ЧАШКА с гайкой М14 80 мм,10452,2.0000000,1.2377000,2.0000000,78878,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10558,5.0000000,1.7829000,5.0000000,78878,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",10559,5.0000000,0.6000000,5.0000000,78878,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",10560,7.7000000,3.5900000,7.7000000,78878,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Cutting disc (Bulgarian) 125mm / mm - Отрезной диск (Болгарка) 125мм,10561,5.0000000,0.7828000,5.0000000,78878,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный круг отрезной Т41, 14А 230x1.8x22мм",10734,10.0000000,0.8291000,10.0000000,78878,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10562,5.0000000,1.7829000,5.0000000,78671,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Cutting disc (Bulgarian) 125mm / mm - Отрезной диск (Болгарка) 125мм,10453,5.0000000,0.7828000,5.0000000,78671,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10454,5.0000000,1.7829000,5.0000000,78671,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Кислород технический,10404,7.8800000,2.0662000,0.0000000,78671,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Кислород технический,10400,7.8800000,2.0662000,0.0000000,78671,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Cutting disc (Bulgarian) 125mm / mm - Отрезной диск (Болгарка) 125мм,10397,5.0000000,0.7828000,5.0000000,78671,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Flammable gas detector calibration gas / Калибровочный газ детектора легковоспламеняющихся газов GASCH4-22-AIR110. Тип: UN 1956 (Amber 116L). Давление: 69barg/1000psig. Вес: 1,68kg. Объём: 1,6L. Содержание: CH4 - 2,2%; O2 - 20,9%; N2 - 76,9%.",10462,1.0000000,489.8200000,1.0000000,74382,Each,210109060000,Analyser Spares,Analyser Spares,,
"Flammable gas detector calibration gas / Калибровочный газ детектора легковоспламеняющихся газов GASCH4-22-AIR110. Тип: UN 1956 (Amber 116L). Давление: 69barg/1000psig. Вес: 1,68kg. Объём: 1,6L. Содержание: CH4 - 2,2%; O2 - 20,9%; N2 - 76,9%.",10438,1.0000000,489.8200000,1.0000000,74386,Each,210109060000,Analyser Spares,Analyser Spares,,
Кислород технический,10465,39.4000000,2.0662000,0.0000000,78916,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Проволока из нержавеющей стали 1,2мм., AISI304",10466,0.1400000,12.1000000,0.1400000,78918,Kg,100000000012,Air Product Spares,Air Product Spares,,
"GASKET-SW X ASME B16.5 X #600 X 3"" X RF X GRAPHITE X 316L SS X 316L SS X C.S. X 4.5, 17C0008-09-07-K1-3 - 120-VR-101-201/102-202/103-203/104-204/105-205",10777,3.0000000,1.3100000,3.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
"1. NAME OF PART : GASKET- SPIRAL WOUND GASKET (t4.5)- FILLER : GRAPHITE- HOOP : 316L S.S- INNER RING : C.S- OUTER RING : C.S3. SIZE : t4.5 / 1"" ASME 300# RF4. DOC No. : UZGTL-IJE-HEX-10-60-0-05045. ITEM No. : 23",10793,2.0000000,1.5000000,2.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
"1. NAME OF PART : GASKET- SPIRAL WOUND GASKET (t4.5)- FILLER : GRAPHITE- HOOP : 316L S.S- INNER RING : C.S- OUTER RING : C.S3. SIZE : t4.5 / 1"" ASME 300# RF4. DOC No. : UZGTL-IJE-HEX-10-60-0-05045. ITEM No. : 27",10794,1.0000000,1.5000000,1.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
"Size: 18"" (Size: 450mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",10690,1.0000000,45.6252000,1.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
Смазка пластичная универсальная WD-40 400 ml,10691,4.0000000,6.7076000,4.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
GASKET / Прокладка / Graphite filler / I.R:SS 316L / O.R: C.S / Hoop: SS 316L / (t4.5 x OD740 xID700),10703,3.0000000,129.3900000,3.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",10705,1.0000000,72.1697000,1.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,
GASKET - 120-XF-003-XF-02A/B/C - t4.5 x OD740 x ID700,10866,4.0000000,49.4000000,4.0000000,78918,Each,100000000012,Air Product Spares,Air Product Spares,,120-XF-003
"Strainer for 135-XP-002-VD-41A/B / Сетчатый фильтр для 135-XP-002-VD-41A/B (Материал: 304, SS, 2400L x700Ф)",10607,1.0000000,874.2864000,1.0000000,78924,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Strainer for 135-XP-002-VD-41A/B / Сетчатый фильтр для 135-XP-002-VD-41A/B (Материал: 304, SS, 2400L x700Ф)",10608,1.0000000,874.2864000,1.0000000,78925,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Шлифовальний круги 125x6.0 22.23 А 24 R BF 80.2,10554,2.0000000,0.9168000,0.0000000,78930,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Пруток сварочный тип: TIG ER308L для сварки аустенитных нержавеющей сталей. Классификация SFA/AWS A5.9 тип: ER308L Диаметр 1.6мм Длина 1000 мм.DIA 1.6,10555,2.0000000,27.8800000,0.0000000,78930,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Electrode METRODE / Электрод ER309 Ø2.4mm LINCOLN ELECTRIC p/n: T309S92 2,4 x 5PE",10501,3.0000000,40.6980000,0.0000000,78253,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ 13/55 диаметром 3 мм,10455,5.0000000,1.7829000,5.0000000,78253,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,6*22мм",10456,5.0000000,0.6000000,5.0000000,78253,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Круг абразивный армир 27 125 6 22.23А 24R BF 80. 2 ex,10457,5.0000000,1.0600000,5.0000000,78253,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Аргон газ особой чистоты 6.0 ТУ 2114-003-37924839-2016 (99,9999%)",10460,7.7000000,3.5900000,7.7000000,78253,Meter cub.,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
SEAL OIL DURACLEAR 32/УПЛОТНИТЕЛЬНОЕ МАСЛОDURACLEAR 32 / Duraclear SyntheticLubricant DS-4614-32-F. ОбозначениеMLA32486003.,10509,108.0000000,20.0900000,108.0000000,78936,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
M/S REPAIR KIT FOR  (DE/NDE)  150-PC-013A/B,10503,1.0000000,45136.0000000,1.0000000,78936,Each,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
Светильник SOLAR-EG ДКУ 106 200W-6500-SCP-15Ah,10322,25.0000000,25.2900000,0.0000000,74158,Each,210109030000,Electrical Spares,Electrical Spares,,
Светильник SOLAR-EG ДКУ 107 400W-6500-SCP-20Ah,10323,8.0000000,48.6300000,0.0000000,74158,Each,210109030000,Electrical Spares,Electrical Spares,,
"Size: 16"" (Size: 400mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",10507,1.0000000,39.1146000,1.0000000,78956,Each,100000000012,Air Product Spares,Air Product Spares,,
SEAL OIL DURACLEAR 32/УПЛОТНИТЕЛЬНОЕ МАСЛОDURACLEAR 32 / Duraclear SyntheticLubricant DS-4614-32-F. ОбозначениеMLA32486003.,10510,100.0000000,20.0900000,100.0000000,78877,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",10514,1.0000000,5.2800000,1.0000000,78984,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,1973,
"Маски наркозные, дыхательные (резиновые, латексные, из полимерных материалов)",10516,1.0000000,57.0000000,1.0000000,78984,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,1973,
Специальная форменная одежда ГОСТ 27575-87,10518,1.0000000,43.6600000,1.0000000,78990,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",10530,1.0000000,5.2800000,1.0000000,79001,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10531,1.0000000,18.2400000,1.0000000,79001,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Специальная одежда пиджаки,10532,1.0000000,61.8183000,1.0000000,79001,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10533,1.0000000,10.0000000,1.0000000,79001,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Size: 4"" (Size: 100mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL600 4.5MM thickness (3.2MM RING) Spiral Wound",10537,1.0000000,7.1148000,1.0000000,79014,Each,100000000012,Air Product Spares,Air Product Spares,,
"Size: 6"" (Size: 150mm) Gasket, 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",10538,1.0000000,9.3531000,1.0000000,79014,Each,100000000012,Air Product Spares,Air Product Spares,,
"Size: 6"" (Size: 150mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL300 4.5MM thickness (3.2MM RING) Spiral Wound",10539,1.0000000,12.8425000,1.0000000,79016,Each,100000000012,Air Product Spares,Air Product Spares,,
Gasket 316L SS WND GRAPH FILL CS I/R CS O/R RF B16.20P 4.5MM thickness (3.2MM RING) Spiral Wound CL150 Size 8,10540,1.0000000,10.4765000,1.0000000,79016,Each,100000000012,Air Product Spares,Air Product Spares,,
Scaffolding Service,10366,72.0000000,0.0000000,0.0000000,78256,M3,210108010000,Maintenance Scaffolding,Maintenance Scaffolding,,
Pipe Insulation,10367,28.0000000,0.0000000,0.0000000,78256,m2,210108020000,Maintenance Insulation,Maintenance Insulation,,
Static Service ,10368,1.0000000,0.0000000,0.0000000,78256,hour,210109090000,Mechanical (Static) Services,Mechanical Services,,
Pipe Insulation,10545,4.0000000,0.0000000,0.0000000,78992,m2,210108020000,Maintenance Insulation,Maintenance Insulation,,
Аргон баллон 50л,10546,0.1000000,246.4484000,0.0000000,79146,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Сварочный электрод тип: SMAW E316L16 для сварки аустенитных наржавеющих сталей. Классификация SFA/AWS A5.4 тип: E316L-16. Диаметр мм 2,6. Длина мм 350. DIA 2,6",10547,2.0000000,30.8700000,0.0000000,79146,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10548,4.0000000,0.5581000,0.0000000,79146,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Электроды сварочные марки УОНИ-13/55 д. 4мм,10549,2.0000000,1.7829000,0.0000000,78271,Kg,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
Смазка пластичная универсальная WD-40 400 ml,10563,4.0000000,6.7076000,4.0000000,79155,Each,210109110000,Instrumentation Services,Instrumentation Services,1479,
Наждачная бумага от 0 мм до 20мм,10567,2.0000000,4.7835000,2.0000000,79155,Meter sq.,210109110000,Instrumentation Services,Instrumentation Services,1479,
Смазка пластичная универсальная WD-40 400 ml,10568,1.0000000,6.7076000,1.0000000,79155,Each,210109110000,Instrumentation Services,Instrumentation Services,,
Специальная форменная одежда ГОСТ 27575-87,10571,1.0000000,43.6600000,1.0000000,79166,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"PRESSURE GAUGE : P257, 160Ø, SOILD FRONT TYPE 160(W)X230(D)X70(H) (140-PG-0044)",10581,1.0000000,124.4300000,1.0000000,79164,Set,210109050000,Instrument Spares,Instrument Spares,,
n. 1 EMERGENCY BUTTON COMPLETE OF CONTACTS (83717),10573,1.0000000,394.9800000,1.0000000,78891,Set,210109030000,Electrical Spares,Electrical Spares,,
Специальная форменная одежда ГОСТ 27575-87,10574,1.0000000,43.6600000,1.0000000,79183,Set,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Спец.обувь мужские для рабочих,ГОСТ 28507-99",10575,1.0000000,18.2400000,1.0000000,79183,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
перчатки форменные для военнослужащих,10576,1.0000000,10.0000000,1.0000000,79183,Pair,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
"Каска защитная СОМЗ-55 ""FavoriT Trek""",10577,1.0000000,5.2800000,1.0000000,79183,Each,210501070001,Safety Equipment & Supplies (PPE),Personal Protective Equipment,,
Static Service ,10587,1.0000000,0.0000000,0.0000000,78999,hour,210109090000,Mechanical (Static) Services,Mechanical Services,,MAchinist has made pump shaft
"Абразивный отрезной круг Т41 d 125*1,0*22мм",10588,12.0000000,0.5581000,0.0000000,78997,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"UNION VALVES, 1/2"" O.D, 5000 PSIG, DITTO, BUT  MONEL (S. 829/ 1 of 3)",10828,1.0000000,285.2571000,1.0000000,79250,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
"MALE CONNECTOR 1/2""O.D-1/2 NPT, NACE, S316",10831,1.0000000,4.4049000,1.0000000,79250,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
SEAL OIL DURACLEAR 5/УПЛОТНИТЕЛЬНОЕ МАСЛОDURACLEAR 5 / SYNTHETICLUBRICANT DS-4614-5-F. ОбозначениеMLA32486002.,10591,1.3000000,19.8700000,0.0000000,80034,Litr,210109070000,Mechanical Rotating Spares,Mechanical Rotating Spares,1155,
"Size: 24"" (Size: 600mm) Gasket, 316L SS WND GRAPH FILL 316L SS I/R CS O/R RF B16.20 CL150 4.5MM thickness (3.2MM RING) Spiral Wound",10610,1.0000000,34.5955000,1.0000000,80037,Each,210109090000,Mechanical (Static) Services,Mechanical Services,,
"Strainer for 135-XP-002-VD-48 / Сетчатый фильтр для 135-XP-002-VD-48 (Материал: 304, SS, 2150L x700Ф)",10606,1.0000000,874.2864000,1.0000000,79161,Each,210109100000,Mechanical (Static) spares,Mechanical Static spares,,
